arm,ref_lookback,min_ext,max_ext,volume_mult,horizon,look_id,total_entries,trades_per_up_week,n,mean,se,eligible
D,96,0.005,0.03,1.5,24h,D|96-0.005-0.03-1.5|24h,5396,138.4434941967013,5396,0.003655407265112604,0.003043435990799557,True
D,96,0.005,0.03,1.5,48h,D|96-0.005-0.03-1.5|48h,4560,116.99450213805743,4560,0.002105734491443392,0.006271427348062396,True
D,96,0.005,0.03,1.5,96h,D|96-0.005-0.03-1.5|96h,3600,92.3640806353085,3589,0.00284775002379465,0.013346785201883888,True
D,96,0.005,0.03,2.0,24h,D|96-0.005-0.03-2.0|24h,4943,126.82101405009163,4943,0.003134843115699856,0.0031052292597855634,True
D,96,0.005,0.03,2.0,48h,D|96-0.005-0.03-2.0|48h,4225,108.39951130116066,4225,0.002029951162791865,0.0064727542810486816,True
D,96,0.005,0.03,2.0,96h,D|96-0.005-0.03-2.0|96h,3371,86.48869883934026,3361,0.0030720133737067775,0.013565989021050122,True
D,96,0.005,0.03,3.0,24h,D|96-0.005-0.03-3.0|24h,4072,104.47403787416005,4072,0.003226320628418044,0.0032786363142581986,True
D,96,0.005,0.03,3.0,48h,D|96-0.005-0.03-3.0|48h,3566,91.49175320708613,3566,0.0037747302632122936,0.006691557550716455,True
D,96,0.005,0.03,3.0,96h,D|96-0.005-0.03-3.0|96h,2935,75.30238240684179,2927,0.004791067105934956,0.01434055072488722,True
D,96,0.005,0.04,1.5,24h,D|96-0.005-0.04-1.5|24h,5491,140.8808796579108,5491,0.0034617457563074195,0.0028765938105787064,True
D,96,0.005,0.04,1.5,48h,D|96-0.005-0.04-1.5|48h,4627,118.71350030543678,4627,0.0020654388253197537,0.006152486308882646,True
D,96,0.005,0.04,1.5,96h,D|96-0.005-0.04-1.5|96h,3645,93.51863164324985,3634,0.0027161930935313116,0.013138807675317688,True
D,96,0.005,0.04,2.0,24h,D|96-0.005-0.04-2.0|24h,5052,129.61759315821627,5052,0.002994574290438606,0.002934075568130635,True
D,96,0.005,0.04,2.0,48h,D|96-0.005-0.04-2.0|48h,4308,110.52901649358583,4308,0.0018667528891844136,0.0063588923131527525,True
D,96,0.005,0.04,2.0,96h,D|96-0.005-0.04-2.0|96h,3424,87.84850335980452,3414,0.0028117682034092093,0.013323143074074026,True
D,96,0.005,0.04,3.0,24h,D|96-0.005-0.04-3.0|24h,4199,107.73243738546121,4199,0.0027753687476187723,0.003072316949205906,True
D,96,0.005,0.04,3.0,48h,D|96-0.005-0.04-3.0|48h,3664,94.00610873549175,3664,0.0031891423492445446,0.0066256097349033476,True
D,96,0.005,0.04,3.0,96h,D|96-0.005-0.04-3.0|96h,3002,77.02138057422114,2994,0.00415456229341065,0.013871168673334724,True
D,96,0.005,0.06,1.5,24h,D|96-0.005-0.06-1.5|24h,5573,142.98472816127062,5573,0.00310520451055161,0.0028192901932757677,True
D,96,0.005,0.06,1.5,48h,D|96-0.005-0.06-1.5|48h,4688,120.27855833842395,4688,0.0015121208144128853,0.006172965810401396,True
D,96,0.005,0.06,1.5,96h,D|96-0.005-0.06-1.5|96h,3691,94.69883934025657,3680,0.00188157602892558,0.01294505033842838,True
D,96,0.005,0.06,2.0,24h,D|96-0.005-0.06-2.0|24h,5139,131.84972510690287,5139,0.002698208359308764,0.002898959003214665,True
D,96,0.005,0.06,2.0,48h,D|96-0.005-0.06-2.0|48h,4376,112.27367135003055,4376,0.0012476171697058582,0.0063834061891464644,True
D,96,0.005,0.06,2.0,96h,D|96-0.005-0.06-2.0|96h,3478,89.23396456933415,3468,0.0018930272552672384,0.013113105303093673,True
D,96,0.005,0.06,3.0,24h,D|96-0.005-0.06-3.0|24h,4298,110.2724496029322,4298,0.002275380575823554,0.002959584637019441,True
D,96,0.005,0.06,3.0,48h,D|96-0.005-0.06-3.0|48h,3748,96.16127061698229,3748,0.0019895132605650683,0.00651941672872006,True
D,96,0.005,0.06,3.0,96h,D|96-0.005-0.06-3.0|96h,3068,78.71472205253512,3060,0.002684897983947882,0.013589453456098318,True
D,96,0.01,0.03,1.5,24h,D|96-0.01-0.03-1.5|24h,3150,80.81857055589494,3150,0.0035450243711102293,0.0037415504806724703,True
D,96,0.01,0.03,1.5,48h,D|96-0.01-0.03-1.5|48h,2821,72.37751985339035,2821,0.00203290192239027,0.007711141077066524,True
D,96,0.01,0.03,1.5,96h,D|96-0.01-0.03-1.5|96h,2375,60.934636530238244,2371,0.004761900765199933,0.014824502387136682,True
D,96,0.01,0.03,2.0,24h,D|96-0.01-0.03-2.0|24h,2862,73.42944410507026,2862,0.0026309002496532046,0.003890052499187806,True
D,96,0.01,0.03,2.0,48h,D|96-0.01-0.03-2.0|48h,2587,66.3738546120953,2587,0.0018128349523110709,0.007655322236054843,True
D,96,0.01,0.03,2.0,96h,D|96-0.01-0.03-2.0|96h,2196,56.342089187538186,2192,0.006204191113526709,0.015123417074420161,True
D,96,0.01,0.03,3.0,24h,D|96-0.01-0.03-3.0|24h,2348,60.24190592547343,2348,0.0030606313377637057,0.004281600401048523,True
D,96,0.01,0.03,3.0,48h,D|96-0.01-0.03-3.0|48h,2149,55.1362248014661,2149,0.00302684279651651,0.0082366727108823,True
D,96,0.01,0.03,3.0,96h,D|96-0.01-0.03-3.0|96h,1865,47.84972510690287,1862,0.006606522624658894,0.015584378259588404,True
D,96,0.01,0.04,1.5,24h,D|96-0.01-0.04-1.5|24h,3299,84.64141722663409,3299,0.003082725019213142,0.0033986036555462046,True
D,96,0.01,0.04,1.5,48h,D|96-0.01-0.04-1.5|48h,2941,75.45632254123397,2941,0.0011855498715242596,0.007381545253149753,True
D,96,0.01,0.04,1.5,96h,D|96-0.01-0.04-1.5|96h,2464,63.218081857055594,2460,0.004273990198946953,0.014339162324579074,True
D,96,0.01,0.04,2.0,24h,D|96-0.01-0.04-2.0|24h,3019,77.45754428833231,3019,0.0023950348241197923,0.00356716342941313,True
D,96,0.01,0.04,2.0,48h,D|96-0.01-0.04-2.0|48h,2716,69.6835675015272,2716,0.0009517120709922712,0.007433369063454955,True
D,96,0.01,0.04,2.0,96h,D|96-0.01-0.04-2.0|96h,2285,58.62553451435553,2281,0.0056805397296551055,0.0146002648787161,True
D,96,0.01,0.04,3.0,24h,D|96-0.01-0.04-3.0|24h,2513,64.4752596212584,2513,0.002183370893584012,0.0040092000416175454,True
D,96,0.01,0.04,3.0,48h,D|96-0.01-0.04-3.0|48h,2289,58.72816127061699,2289,0.0011394118878410027,0.008025186845827606,True
D,96,0.01,0.04,3.0,96h,D|96-0.01-0.04-3.0|96h,1966,50.44105070250458,1963,0.004824661509912328,0.014923964470897107,True
D,96,0.01,0.06,1.5,24h,D|96-0.01-0.06-1.5|24h,3412,87.54062309102017,3412,0.0022235972477082427,0.003325990026906865,True
D,96,0.01,0.06,1.5,48h,D|96-0.01-0.06-1.5|48h,3036,77.8937080024435,3036,-0.00026445789959182275,0.0074183064425317425,True
D,96,0.01,0.06,1.5,96h,D|96-0.01-0.06-1.5|96h,2537,65.09102015882712,2533,0.001940273388522995,0.01420745586636187,True
D,96,0.01,0.06,2.0,24h,D|96-0.01-0.06-2.0|24h,3137,80.4850335980452,3137,0.0012917668106050611,0.003482957235808151,True
D,96,0.01,0.06,2.0,48h,D|96-0.01-0.06-2.0|48h,2817,72.2748930971289,2817,-0.0006881146941493855,0.007469310684790275,True
D,96,0.01,0.06,2.0,96h,D|96-0.01-0.06-2.0|96h,2362,60.60109957238852,2358,0.0033271783021785483,0.014429123563615883,True
D,96,0.01,0.06,3.0,24h,D|96-0.01-0.06-3.0|24h,2639,67.7080024434942,2639,0.000880238585838883,0.003698520245465898,True
D,96,0.01,0.06,3.0,48h,D|96-0.01-0.06-3.0|48h,2401,61.60171044593769,2401,-0.0010103132266677025,0.007955785655379062,True
D,96,0.01,0.06,3.0,96h,D|96-0.01-0.06-3.0|96h,2055,52.724496029321934,2052,0.0018378845886549058,0.014500248703029829,True
D,96,0.02,0.03,1.5,24h,D|96-0.02-0.03-1.5|24h,847,21.73121563836286,847,0.003095260555056543,0.005707378987281536,True
D,96,0.02,0.03,1.5,48h,D|96-0.02-0.03-1.5|48h,808,20.730604764813684,808,-0.00018275397935043494,0.011129989470896164,True
D,96,0.02,0.03,1.5,96h,D|96-0.02-0.03-1.5|96h,747,19.165546731826513,745,0.0035755931634186304,0.01840474341545341,True
D,96,0.02,0.03,2.0,24h,D|96-0.02-0.03-2.0|24h,785,20.140500916310323,785,0.0028096333014124516,0.006207414887919924,True
D,96,0.02,0.03,2.0,48h,D|96-0.02-0.03-2.0|48h,758,19.44777031154551,758,-0.0007871914782936095,0.010899570724481292,True
D,96,0.02,0.03,2.0,96h,D|96-0.02-0.03-2.0|96h,705,18.087965791081245,703,0.0010326952422041848,0.017606109786672035,True
D,96,0.02,0.03,3.0,24h,D|96-0.02-0.03-3.0|24h,661,16.959071472205256,661,0.0018335323585068938,0.006824849187215796,True
D,96,0.02,0.03,3.0,48h,D|96-0.02-0.03-3.0|48h,644,16.522907758094075,644,-0.0053679013038776275,0.011419245448360862,True
D,96,0.02,0.03,3.0,96h,D|96-0.02-0.03-3.0|96h,608,15.59926695174099,606,-0.007606189393045089,0.01839068328702148,True
D,96,0.02,0.04,1.5,24h,D|96-0.02-0.04-1.5|24h,1148,29.453879047037265,1148,9.94603893739958e-05,0.005357813007847145,True
D,96,0.02,0.04,1.5,48h,D|96-0.02-0.04-1.5|48h,1085,27.837507635919366,1085,-0.004162471792330495,0.01027774966430966,True
D,96,0.02,0.04,1.5,96h,D|96-0.02-0.04-1.5|96h,990,25.400122174709836,988,-0.0031171884428646004,0.01632822166043648,True
D,96,0.02,0.04,2.0,24h,D|96-0.02-0.04-2.0|24h,1071,27.478313989004278,1071,-0.00028808936859399224,0.005532462731155304,True
D,96,0.02,0.04,2.0,48h,D|96-0.02-0.04-2.0|48h,1018,26.11850946854001,1018,-0.004668715761428647,0.010006473981771919,True
D,96,0.02,0.04,2.0,96h,D|96-0.02-0.04-2.0|96h,934,23.963347587049483,932,-0.0033351557242543967,0.016206601207018664,True
D,96,0.02,0.04,3.0,24h,D|96-0.02-0.04-3.0|24h,925,23.73243738546121,925,-0.0007952070662135791,0.00633402082490511,True
D,96,0.02,0.04,3.0,48h,D|96-0.02-0.04-3.0|48h,886,22.731826511912036,886,-0.006747543740290286,0.010656333430057847,True
D,96,0.02,0.04,3.0,96h,D|96-0.02-0.04-3.0|96h,828,21.243738546120955,826,-0.008348577595178961,0.017135210262875376,True
D,96,0.02,0.06,1.5,24h,D|96-0.02-0.06-1.5|24h,1344,34.4825901038485,1344,-0.004332257864640789,0.004622274365722805,True
D,96,0.02,0.06,1.5,48h,D|96-0.02-0.06-1.5|48h,1263,32.40439828955407,1263,-0.009862933846185404,0.009848577408343292,True
D,96,0.02,0.06,1.5,96h,D|96-0.02-0.06-1.5|96h,1133,29.069028711056813,1131,-0.008151158853226412,0.0151670247644557,True
D,96,0.02,0.06,2.0,24h,D|96-0.02-0.06-2.0|24h,1265,32.45571166768479,1265,-0.005351989685956786,0.004695852833172514,True
D,96,0.02,0.06,2.0,48h,D|96-0.02-0.06-2.0|48h,1196,30.685400122174713,1196,-0.011062117511400545,0.0096160557340295,True
D,96,0.02,0.06,2.0,96h,D|96-0.02-0.06-2.0|96h,1083,27.78619425778864,1081,-0.010542295455048211,0.014933944503486975,True
D,96,0.02,0.06,3.0,24h,D|96-0.02-0.06-3.0|24h,1117,28.658521686010996,1117,-0.006805131956005483,0.004760746339582843,True
D,96,0.02,0.06,3.0,48h,D|96-0.02-0.06-3.0|48h,1062,27.247403787416005,1062,-0.012979077893834871,0.009709573339318819,True
D,96,0.02,0.06,3.0,96h,D|96-0.02-0.06-3.0|96h,978,25.092241905925473,976,-0.015288937655332473,0.014943014353121854,True
D,192,0.005,0.03,1.5,24h,D|192-0.005-0.03-1.5|24h,4114,105.55161881490532,4114,0.0027064507013298527,0.0035873146869652164,True
D,192,0.005,0.03,1.5,48h,D|192-0.005-0.03-1.5|48h,3576,91.74832009773978,3576,0.0008609629121723902,0.0071439993785968525,True
D,192,0.005,0.03,1.5,96h,D|192-0.005-0.03-1.5|96h,2970,76.2003665241295,2963,-0.001545521581679858,0.014275660752160132,True
D,192,0.005,0.03,2.0,24h,D|192-0.005-0.03-2.0|24h,3752,96.26389737324374,3752,0.002413350118952351,0.0036141240193280156,True
D,192,0.005,0.03,2.0,48h,D|192-0.005-0.03-2.0|48h,3283,84.23091020158827,3283,0.001732912639558318,0.007206596674693915,True
D,192,0.005,0.03,2.0,96h,D|192-0.005-0.03-2.0|96h,2774,71.17165546731827,2768,-0.0005731556356081623,0.01426169913460281,True
D,192,0.005,0.03,3.0,24h,D|192-0.005-0.03-3.0|24h,3129,80.2797800855223,3129,0.0020859726438956245,0.0038905719021853848,True
D,192,0.005,0.03,3.0,48h,D|192-0.005-0.03-3.0|48h,2799,71.81307269395235,2799,0.003183459873313739,0.007706416458783611,True
D,192,0.005,0.03,3.0,96h,D|192-0.005-0.03-3.0|96h,2412,61.88393402565669,2406,0.0011350887629248418,0.014589773617981784,True
D,192,0.005,0.04,1.5,24h,D|192-0.005-0.04-1.5|24h,4205,107.8863775198534,4205,0.002297805512011678,0.003441187426550003,True
D,192,0.005,0.04,1.5,48h,D|192-0.005-0.04-1.5|48h,3642,93.44166157605376,3642,0.0006692035610587598,0.0071113599501845546,True
D,192,0.005,0.04,1.5,96h,D|192-0.005-0.04-1.5|96h,3019,77.45754428833231,3012,-0.0019923766093509687,0.014058678543533749,True
D,192,0.005,0.04,2.0,24h,D|192-0.005-0.04-2.0|24h,3858,98.98350641417227,3858,0.0020157847320708766,0.0035339522786175747,True
D,192,0.005,0.04,2.0,48h,D|192-0.005-0.04-2.0|48h,3365,86.33475870494809,3365,0.0013846536522199042,0.007230996386426231,True
D,192,0.005,0.04,2.0,96h,D|192-0.005-0.04-2.0|96h,2831,72.63408674404398,2825,-0.0011534614604054288,0.01404201713181297,True
D,192,0.005,0.04,3.0,24h,D|192-0.005-0.04-3.0|24h,3246,83.28161270616982,3246,0.001118660194308417,0.0038109297806229784,True
D,192,0.005,0.04,3.0,48h,D|192-0.005-0.04-3.0|48h,2894,74.25045815516188,2894,0.0021800666296907826,0.007712552348671362,True
D,192,0.005,0.04,3.0,96h,D|192-0.005-0.04-3.0|96h,2482,63.67990226023213,2476,0.0002178554258061809,0.014375157068526715,True
D,192,0.005,0.06,1.5,24h,D|192-0.005-0.06-1.5|24h,4280,109.81062919975565,4280,0.0014397434049765558,0.0032962891906882386,True
D,192,0.005,0.06,1.5,48h,D|192-0.005-0.06-1.5|48h,3702,94.98106291997557,3702,-0.0005142030114446285,0.007068498632788532,True
D,192,0.005,0.06,1.5,96h,D|192-0.005-0.06-1.5|96h,3066,78.66340867440441,3059,-0.0033508366992108245,0.013670388217424547,True
D,192,0.005,0.06,2.0,24h,D|192-0.005-0.06-2.0|24h,3935,100.95907147220525,3935,0.0011813293680659348,0.003409914954820728,True
D,192,0.005,0.06,2.0,48h,D|192-0.005-0.06-2.0|48h,3429,87.97678680513134,3429,-5.798137071371706e-05,0.007145098571165726,True
D,192,0.005,0.06,2.0,96h,D|192-0.005-0.06-2.0|96h,2886,74.04520464263898,2880,-0.0030277975690256574,0.013660795038862188,True
D,192,0.005,0.06,3.0,24h,D|192-0.005-0.06-3.0|24h,3332,85.48808796579108,3332,4.266465789243992e-05,0.003594295100075341,True
D,192,0.005,0.06,3.0,48h,D|192-0.005-0.06-3.0|48h,2968,76.14905314599878,2968,0.0001336955420517753,0.007462400560464551,True
D,192,0.005,0.06,3.0,96h,D|192-0.005-0.06-3.0|96h,2547,65.34758704948077,2541,-0.002531026556076921,0.01384496016355155,True
D,192,0.01,0.03,1.5,24h,D|192-0.01-0.03-1.5|24h,2425,62.217470983506416,2425,0.002593090438284313,0.004499417653846256,True
D,192,0.01,0.03,1.5,48h,D|192-0.01-0.03-1.5|48h,2214,56.803909590714724,2214,0.0011258726929718348,0.00883909215920859,True
D,192,0.01,0.03,1.5,96h,D|192-0.01-0.03-1.5|96h,1941,49.7996334758705,1937,0.0002533993399022912,0.016114297171241684,True
D,192,0.01,0.03,2.0,24h,D|192-0.01-0.03-2.0|24h,2207,56.62431276725718,2207,0.0016765789690840651,0.004539321684836954,True
D,192,0.01,0.03,2.0,48h,D|192-0.01-0.03-2.0|48h,2024,51.929138668295664,2024,0.0010162819557003894,0.008679523788234448,True
D,192,0.01,0.03,2.0,96h,D|192-0.01-0.03-2.0|96h,1792,45.97678680513134,1788,0.001836189112024864,0.01609398545930836,True
D,192,0.01,0.03,3.0,24h,D|192-0.01-0.03-3.0|24h,1826,46.849114233353696,1826,0.0014639200410074959,0.005111791059111508,True
D,192,0.01,0.03,3.0,48h,D|192-0.01-0.03-3.0|48h,1701,43.64202810018326,1701,0.001120778349410413,0.009311923804812463,True
D,192,0.01,0.03,3.0,96h,D|192-0.01-0.03-3.0|96h,1529,39.229077580940746,1526,0.000716544222665126,0.01647803050652547,True
D,192,0.01,0.04,1.5,24h,D|192-0.01-0.04-1.5|24h,2552,65.47587049480758,2552,0.0022171858387406316,0.0042388208412892925,True
D,192,0.01,0.04,1.5,48h,D|192-0.01-0.04-1.5|48h,2324,59.62614538790471,2324,6.802995988298926e-05,0.008645997292934979,True
D,192,0.01,0.04,1.5,96h,D|192-0.01-0.04-1.5|96h,2027,52.00610873549176,2023,-0.0004785026547782413,0.01571154956861924,True
D,192,0.01,0.04,2.0,24h,D|192-0.01-0.04-2.0|24h,2345,60.16493585827734,2345,0.0009804144827745957,0.004281712316423099,True
D,192,0.01,0.04,2.0,48h,D|192-0.01-0.04-2.0|48h,2147,55.08491142333537,2147,-0.0004397529348550392,0.008614628692358914,True
D,192,0.01,0.04,2.0,96h,D|192-0.01-0.04-2.0|96h,1883,48.31154551007941,1879,0.0006646093426647922,0.015708420808050544,True
D,192,0.01,0.04,3.0,24h,D|192-0.01-0.04-3.0|24h,1967,50.46670739156995,1967,-4.558303441672384e-05,0.004850990654288512,True
D,192,0.01,0.04,3.0,48h,D|192-0.01-0.04-3.0|48h,1827,46.87477092241906,1827,-0.0011785810381441852,0.009184576450791678,True
D,192,0.01,0.04,3.0,96h,D|192-0.01-0.04-3.0|96h,1630,41.820403176542456,1627,-0.0017711877509839907,0.0158651146277234,True
D,192,0.01,0.06,1.5,24h,D|192-0.01-0.06-1.5|24h,2651,68.01588271227857,2651,0.0005868645391247098,0.0040301317124006855,True
D,192,0.01,0.06,1.5,48h,D|192-0.01-0.06-1.5|48h,2411,61.85827733659133,2411,-0.002534579200952229,0.008583527856268537,True
D,192,0.01,0.06,1.5,96h,D|192-0.01-0.06-1.5|96h,2102,53.93036041539401,2098,-0.004006417560421507,0.015154949981685218,True
D,192,0.01,0.06,2.0,24h,D|192-0.01-0.06-2.0|24h,2449,62.83323152107514,2449,-0.0010524854549393565,0.004051846180037588,True
D,192,0.01,0.06,2.0,48h,D|192-0.01-0.06-2.0|48h,2239,57.445326817348814,2239,-0.0034799365071217863,0.008538517479626076,True
D,192,0.01,0.06,2.0,96h,D|192-0.01-0.06-2.0|96h,1962,50.33842394624313,1958,-0.0032568737064043052,0.01517580593404983,True
D,192,0.01,0.06,3.0,24h,D|192-0.01-0.06-3.0|24h,2076,53.263286499694566,2076,-0.0022185601090093034,0.004369596061475409,True
D,192,0.01,0.06,3.0,48h,D|192-0.01-0.06-3.0|48h,1924,49.36346976175932,1924,-0.004732940521638304,0.008877345502248403,True
D,192,0.01,0.06,3.0,96h,D|192-0.01-0.06-3.0|96h,1717,44.05253512522908,1714,-0.006292135934763178,0.015108166604146498,True
D,192,0.02,0.03,1.5,24h,D|192-0.02-0.03-1.5|24h,663,17.01038485033598,663,0.0059370264619251776,0.006635804105568589,True
D,192,0.02,0.03,1.5,48h,D|192-0.02-0.03-1.5|48h,637,16.34331093463653,637,0.0061939967987142,0.011603904478689163,True
D,192,0.02,0.03,1.5,96h,D|192-0.02-0.03-1.5|96h,605,15.5222968845449,603,0.004625443444964719,0.018301173632607387,True
D,192,0.02,0.03,2.0,24h,D|192-0.02-0.03-2.0|24h,616,15.804520464263899,616,0.006356891706413431,0.0075154575344304544,True
D,192,0.02,0.03,2.0,48h,D|192-0.02-0.03-2.0|48h,597,15.317043372021992,597,0.006635293480313159,0.012081974302256394,True
D,192,0.02,0.03,2.0,96h,D|192-0.02-0.03-2.0|96h,568,14.572999389126451,566,0.002808002313427008,0.018509976784161757,True
D,192,0.02,0.03,3.0,24h,D|192-0.02-0.03-3.0|24h,525,13.469761759315823,525,0.005243295082557876,0.008077372780755822,True
D,192,0.02,0.03,3.0,48h,D|192-0.02-0.03-3.0|48h,513,13.16188149053146,513,0.0019425039003183643,0.012550366133966004,True
D,192,0.02,0.03,3.0,96h,D|192-0.02-0.03-3.0|96h,491,12.597434331093464,489,-0.00613892456950335,0.018897354252579386,True
D,192,0.02,0.04,1.5,24h,D|192-0.02-0.04-1.5|24h,909,23.321930360415394,909,-0.00039121413292576054,0.006598632747565802,True
D,192,0.02,0.04,1.5,48h,D|192-0.02-0.04-1.5|48h,870,22.32131948686622,870,-0.003455920046434148,0.011324519633356607,True
D,192,0.02,0.04,1.5,96h,D|192-0.02-0.04-1.5|96h,814,20.884544899205864,812,-0.0016671689056681092,0.016777898635870103,True
D,192,0.02,0.04,2.0,24h,D|192-0.02-0.04-2.0|24h,854,21.910812461820406,854,1.5668132401859875e-05,0.006711666965231157,True
D,192,0.02,0.04,2.0,48h,D|192-0.02-0.04-2.0|48h,822,21.089798411728772,822,-0.0028695610131429924,0.011531372905998233,True
D,192,0.02,0.04,2.0,96h,D|192-0.02-0.04-2.0|96h,771,19.781307269395235,769,-0.0009368869003098749,0.017241811992284983,True
D,192,0.02,0.04,3.0,24h,D|192-0.02-0.04-3.0|24h,740,18.98594990836897,740,-0.0005520283471913435,0.007349238106679302,True
D,192,0.02,0.04,3.0,48h,D|192-0.02-0.04-3.0|48h,717,18.395846059865608,717,-0.004358293204653588,0.011961317035244876,True
D,192,0.02,0.04,3.0,96h,D|192-0.02-0.04-3.0|96h,681,17.472205253512524,679,-0.005640569576287275,0.01769937856905024,True
D,192,0.02,0.06,1.5,24h,D|192-0.02-0.06-1.5|24h,1065,27.324373854612098,1065,-0.005420938645105056,0.00532377376369059,True
D,192,0.02,0.06,1.5,48h,D|192-0.02-0.06-1.5|48h,1013,25.990226023213197,1013,-0.010921075032764953,0.011058963573360309,True
D,192,0.02,0.06,1.5,96h,D|192-0.02-0.06-1.5|96h,940,24.117287721441663,938,-0.0110565892632099,0.015360001085158047,True
D,192,0.02,0.06,2.0,24h,D|192-0.02-0.06-2.0|24h,1009,25.887599266951742,1009,-0.0059080469815054265,0.005445259290539823,True
D,192,0.02,0.06,2.0,48h,D|192-0.02-0.06-2.0|48h,965,24.75870494807575,965,-0.011393422958144205,0.011130166281601146,True
D,192,0.02,0.06,2.0,96h,D|192-0.02-0.06-2.0|96h,899,23.06536346976176,897,-0.011874140169679408,0.01550555753700902,True
D,192,0.02,0.06,3.0,24h,D|192-0.02-0.06-3.0|24h,893,22.91142333536958,893,-0.007493791010301231,0.005263149850060305,True
D,192,0.02,0.06,3.0,48h,D|192-0.02-0.06-3.0|48h,860,22.064752596212585,860,-0.013280097816508402,0.010903027668868696,True
D,192,0.02,0.06,3.0,96h,D|192-0.02-0.06-3.0|96h,809,20.75626145387905,807,-0.016039736733958178,0.015416630719593977,True
